ObjectID,GlobalID,Monitoring Date,Monitor Names,Vernal Pool?,Vernal Pool Name or Number,Vernal Pool Axis,Project Site,Unlisted Project Site,Lagoon Transect Name/Number,Unlisted Lagoon Transect Name/Number,NCOS Transect Name/Number,NP Transect Name/Number,Unlisted NP Transect Name/Number,Transect Name/Number,Total Transect Length,Transect Start Time,Transect Finish Time,Transect Notes,Transect Distance of Quadrat,Side of Transect (Left or Right),Vernal Pool Zone,Quadrat Notes (Optional),Percent Bare Ground,Percent Natural Thatch,Percent Mowed/Trimmed Thatch,Thatch Notes (Optional),Count of Native Species,Sum of Native Cover,Count of Non-Native Species,Sum of Non-Native Cover,Count of Unknown Species,Sum of Unknown Cover,Sum of Thatch,Sum of Other Cover,Bare Ground,SUM of ALL COVER,CreationDate,Creator,EditDate,Editor,x,y
3932,345e8c52-9d45-4030-a968-3198dd2fb2ac,6/22/2023 7:00:00 PM,Johnny A,yes,VP-08,major,ncos,,,,,,,,33,13:48,,,22,Right,bottom,,16,0,0,,2,65,1,12,0,0,0,8,16,101,6/22/2023 10:06:07 PM,ccber_user,6/22/2023 10:06:07 PM,ccber_user,-119.88190993,34.41999535
3933,d805ee4b-a501-4f3a-9d36-43f0bd49ac5f,6/22/2023 7:00:00 PM,Johnny A,yes,VP-08,major,ncos,,,,,,,,33,13:48,,,24,Left,bottom,,19,3,0,,2,37,1,41,0,0,3,0,19,100,6/22/2023 10:06:09 PM,ccber_user,6/22/2023 10:06:09 PM,ccber_user,-119.88191317,34.41997657
3934,96b5c470-98d1-4514-ae34-3f765a67c3aa,6/22/2023 7:00:00 PM,Johnny A,yes,VP-08,major,ncos,,,,,,,,33,13:48,,,26,Right,bottom,,46,1,0,,3,35,3,18,0,0,1,0,46,100,6/22/2023 10:06:11 PM,ccber_user,6/22/2023 10:06:11 PM,ccber_user,-119.881932,34.42001895
3935,63fe10e8-dd7f-468a-ab4e-361d8828c123,6/22/2023 7:00:00 PM,Johnny A,yes,VP-08,major,ncos,,,,,,,,33,13:48,,,28,Left,bottom,,9,2,0,,5,55,4,40,0,0,2,0,9,106,6/22/2023 10:06:13 PM,ccber_user,6/22/2023 10:06:13 PM,ccber_user,-119.88193063,34.42003026
3936,6ab4d0e4-77db-4f43-b523-00cc7f131261,6/22/2023 7:00:00 PM,Johnny A,yes,VP-08,major,ncos,,,,,,,,33,13:48,,,30,Right,transition,,6,3,0,,9,37,8,54,0,0,3,0,6,100,6/22/2023 10:06:15 PM,ccber_user,6/22/2023 10:06:15 PM,ccber_user,-119.8819501,34.42005655
3937,50b4e3f6-3792-4ee0-8a31-1fca860256a9,6/22/2023 7:00:00 PM,Johnny A,yes,VP-08,major,ncos,,,,,,,,33,13:48,,,32,Left,edge,,48,4,0,,4,13,5,35,0,0,4,0,48,100,6/22/2023 10:06:18 PM,ccber_user,6/22/2023 10:06:18 PM,ccber_user,-119.88195522,34.42005596
3938,7345eedb-05f1-4e9c-93fc-7664ea946612,6/23/2023 7:00:00 PM,Johnny A,yes,10,major,west_campus,,,,,,,,20,15:46,,,0,Left,edge,,0,85,0,,0,0,3,110,0,0,85,0,0,195,6/24/2023 1:00:00 AM,ccber_user,6/24/2023 1:00:00 AM,ccber_user,-119.87771399,34.41013702
3939,f617890c-50e8-4503-976a-115affc85771,6/23/2023 7:00:00 PM,Johnny A,yes,10,major,west_campus,,,,,,,,20,15:46,,,4,Left,bottom,,0,99,0,,2,93,1,6,0,0,99,0,0,198,6/24/2023 1:00:03 AM,ccber_user,6/24/2023 1:00:03 AM,ccber_user,-119.87771929,34.41014861
3940,da21f6a9-53c1-42d5-82cf-0bad50e2a0a7,6/23/2023 7:00:00 PM,Johnny A,yes,10,major,west_campus,,,,,,,,20,15:46,,,8,Left,bottom,,0,99,0,,2,99,2,5,0,0,99,0,0,203,6/24/2023 1:00:04 AM,ccber_user,6/24/2023 1:00:04 AM,ccber_user,-119.87772222,34.41018221
3941,42e8e7d1-aeaa-40aa-8cb6-8ef3dbe195a0,6/23/2023 7:00:00 PM,Johnny A,yes,10,major,west_campus,,,,,,,,20,15:46,,,12,Left,bottom,,0,99,0,,2,120,1,2,0,0,99,0,0,221,6/24/2023 1:00:06 AM,ccber_user,6/24/2023 1:00:06 AM,ccber_user,-119.87769043,34.41025396
3942,10b09de2-7155-4fd4-8b8c-630ea845dc6c,6/23/2023 7:00:00 PM,Johnny A,yes,10,major,west_campus,,,,,,,,20,15:46,,,16,Left,transition,,0,99,0,,2,80,4,26,0,0,99,0,0,205,6/24/2023 1:00:08 AM,ccber_user,6/24/2023 1:00:08 AM,ccber_user,-119.87769849,34.41026688
3943,7d4bea97-7cbf-46fb-a26f-7724988911de,6/23/2023 7:00:00 PM,Johnny A,yes,10,major,west_campus,,,,,,,,20,15:46,,,20,Left,edge,,1,98,0,,0,0,5,104,0,0,98,0,1,203,6/24/2023 1:00:11 AM,ccber_user,6/24/2023 1:00:11 AM,ccber_user,-119.8776865,34.41030627
3944,90e6207c-eab3-4637-8466-0d64646a80b6,6/23/2023 7:00:00 PM,Johnny A,yes,8,major,west_campus,,,,,,,,17,17:16,,,0,Left,edge,,0,90,0,,0,0,9,75,0,0,90,0,0,165,6/24/2023 1:00:14 AM,ccber_user,6/24/2023 1:00:14 AM,ccber_user,-119.87757461,34.40932742
3945,45e5eaf1-5ca3-4e34-87d7-cbee11ec96d9,6/23/2023 7:00:00 PM,Johnny A,yes,8,major,west_campus,,,,,,,,17,17:16,,,4,Left,bottom,,0,99,0,,2,62,4,24,0,0,99,0,0,185,6/24/2023 1:00:16 AM,ccber_user,6/24/2023 1:00:16 AM,ccber_user,-119.8775676,34.40947114
3946,061f6db4-ba56-4efd-b0cc-6a7c2f822068,6/23/2023 7:00:00 PM,Johnny A,yes,8,major,west_campus,,,,,,,,17,17:16,,,8,Left,bottom,,3,95,0,,1,81,3,15,0,0,95,0,3,194,6/24/2023 1:00:17 AM,ccber_user,6/24/2023 1:00:17 AM,ccber_user,-119.87756575,34.40950827
3947,98a7a981-45f1-4ee5-94cb-e4f307cbc766,6/23/2023 7:00:00 PM,Johnny A,yes,8,major,west_campus,,,,,,,,17,17:16,,,12,Left,bottom,,3,40,0,,4,88,4,8,0,0,40,0,3,139,6/24/2023 1:00:19 AM,ccber_user,6/24/2023 1:00:19 AM,ccber_user,-119.87756619,34.40951563
3948,461759b5-0249-4eef-98d2-8c4e31cd8008,6/23/2023 7:00:00 PM,Joanna Tang,yes,10,major,west_campus,,,,,,,,20,15:06,,,2,Right,transition,,0,99,0,,3,28,5,26,0,0,99,0,0,153,6/24/2023 1:42:11 AM,joannatang@umail.ucsb.edu_ucsb,6/24/2023 1:42:11 AM,joannatang@umail.ucsb.edu_ucsb,-119.877756977142,34.4100979208144
3949,a13b0f7f-1903-4b99-abba-f61ea2de7a86,6/23/2023 7:00:00 PM,Joanna Tang,yes,10,major,west_campus,,,,,,,,20,15:06,,,6,Right,bottom,,0,99,0,,1,80,2,4,0,0,99,0,0,183,6/24/2023 1:42:16 AM,joannatang@umail.ucsb.edu_ucsb,6/24/2023 1:42:16 AM,joannatang@umail.ucsb.edu_ucsb,-119.877627528036,34.4101288619775
3950,3b7c1603-9554-43ea-9c90-9929d4b417f4,6/23/2023 7:00:00 PM,Joanna Tang,yes,10,major,west_campus,,,,,,,,20,15:06,,,10,Right,bottom,,0,99,0,,2,91,2,3,0,0,99,0,0,193,6/24/2023 1:42:19 AM,joannatang@umail.ucsb.edu_ucsb,6/24/2023 1:42:19 AM,joannatang@umail.ucsb.edu_ucsb,-119.877700920836,34.4102024069713
3951,37e089b8-ddd2-4ccb-8f51-a98b2156de30,6/23/2023 7:00:00 PM,Joanna Tang,yes,10,major,west_campus,,,,,,,,20,15:06,,,12,Right,bottom,,0,99,0,,3,76,2,2,0,0,99,0,0,177,6/24/2023 1:42:22 AM,joannatang@umail.ucsb.edu_ucsb,6/24/2023 1:42:22 AM,joannatang@umail.ucsb.edu_ucsb,-119.87768840214,34.4102391232466
3952,89e1fc81-5911-4585-b857-90d33ad7b343,6/23/2023 7:00:00 PM,Joanna Tang,yes,10,major,west_campus,,,,,,,,20,15:06,,,18,Right,edge,,0,99,0,,1,13,7,100,0,0,99,0,0,212,6/24/2023 1:42:26 AM,joannatang@umail.ucsb.edu_ucsb,6/24/2023 1:42:26 AM,joannatang@umail.ucsb.edu_ucsb,-119.877648170374,34.4101984020874
3953,12e4e561-1125-4f8f-9167-b7b9b46525c6,6/23/2023 7:00:00 PM,Joanna Tang,yes,8,major,west_campus,,,,,,,,17,17:16,,Juncus bufonius in pool,2,Right,transition,,0,99,0,,1,74,7,13,0,0,99,0,0,186,6/24/2023 1:42:38 AM,joannatang@umail.ucsb.edu_ucsb,6/24/2023 1:42:38 AM,joannatang@umail.ucsb.edu_ucsb,-119.877266654414,34.4092763459292
3954,643bcf44-0f59-4b51-af76-7eab0be304c6,6/23/2023 7:00:00 PM,Joanna Tang,yes,8,major,west_campus,,,,,,,,17,17:16,,,6,Right,bottom,,1,98,0,,3,82,4,5,0,0,98,0,1,186,6/24/2023 1:42:42 AM,joannatang@umail.ucsb.edu_ucsb,6/24/2023 1:42:42 AM,joannatang@umail.ucsb.edu_ucsb,-119.877334870992,34.4092569094953
3955,97880811-d867-495c-8f2f-b780abde7459,6/23/2023 7:00:00 PM,Joanna Tang,yes,8,major,west_campus,,,,,,,,17,17:16,,,10,Right,bottom,,16,27,0,,3,61,3,4,0,0,27,0,16,108,6/24/2023 1:42:46 AM,joannatang@umail.ucsb.edu_ucsb,6/24/2023 1:42:46 AM,joannatang@umail.ucsb.edu_ucsb,-119.877336349608,34.4093281106247
3956,4b214a40-2261-4cd2-bc15-a7b3031af70b,6/23/2023 7:00:00 PM,Joanna Tang,yes,8,major,west_campus,,,,,,,,17,17:16,,,14,Right,transition,,0,99,0,,1,92,5,7,0,0,99,0,0,198,6/24/2023 1:42:49 AM,joannatang@umail.ucsb.edu_ucsb,6/24/2023 1:42:49 AM,joannatang@umail.ucsb.edu_ucsb,-119.87735594916,34.4093782331459
3957,25f070bc-77b7-42ce-8aff-d916495d63e3,6/23/2023 7:00:00 PM,Joanna Tang,yes,8,major,west_campus,,,,,,,,17,17:16,17:38,,16,Left,edge,,6,80,0,,1,2,8,49,0,0,80,0,6,137,6/24/2023 1:42:53 AM,joannatang@umail.ucsb.edu_ucsb,6/24/2023 1:42:53 AM,joannatang@umail.ucsb.edu_ucsb,-119.877389303425,34.4093375695193
3958,6977c1e7-03e0-4aee-a1b2-3d117b3fe96d,6/26/2023 7:00:00 PM,"Ethan A, Hannah B",yes,1,major,south_parcel,,,,,,,,30,13:33,,,0,Left,edge,,1,2,0,,1,10,8,92,0,0,2,0,1,105,6/26/2023 11:23:49 PM,ccber_user,7/18/2023 6:48:43 PM,ccber_user,-119.883913333333,34.4184
3959,a1ff1dc8-f3b7-4800-ad41-4fa1d8830774,6/26/2023 7:00:00 PM,"Ethan A, Hannah B",yes,1,major,south_parcel,,,,,,,,30,13:33,,,2,Right,edge,,5,1,0,,1,2,7,104,0,0,1,0,5,112,6/26/2023 11:23:52 PM,ccber_user,7/18/2023 6:49:19 PM,ccber_user,-119.883911666667,34.4183883333333
3960,74bebc4b-f957-4c6f-a123-f47db5ffc809,6/26/2023 7:00:00 PM,"Ethan A, Hannah B",yes,1,major,south_parcel,,,,,,,,30,13:33,,,4,Left,edge,,1,4,0,,5,15,6,108,0,0,4,0,1,128,6/26/2023 11:23:53 PM,ccber_user,7/18/2023 6:49:47 PM,ccber_user,-119.883911666667,34.4183883333333
3961,ebffad35-0790-42a8-a370-77a020e50f86,6/26/2023 7:00:00 PM,"Ethan A, Hannah B",yes,1,major,south_parcel,,,,,,,,30,13:33,,,6,Right,transition,,20,1,0,,5,54,9,37,0,0,1,0,20,112,6/26/2023 11:23:55 PM,ccber_user,7/18/2023 6:50:24 PM,ccber_user,-119.883933333333,34.41835
3962,6e13f8be-21c5-49a1-b53f-16401fe0f23e,6/26/2023 7:00:00 PM,"Ethan A, Hannah B",yes,1,major,south_parcel,,,,,,,,30,13:33,,,8,Left,bottom,,3,1,0,,3,95,5,11,0,0,1,0,3,110,6/26/2023 11:23:56 PM,ccber_user,7/18/2023 6:50:53 PM,ccber_user,-119.88393,34.418325
3963,61c7a993-aa04-4539-ba81-8b38fb572b8e,6/26/2023 7:00:00 PM,"Ethan A, Hannah B",yes,1,major,south_parcel,,,,,,,,30,13:33,,,10,Right,bottom,,20,8,0,,4,71,3,6,0,0,8,0,20,105,6/26/2023 11:23:58 PM,ccber_user,6/26/2023 11:23:58 PM,ccber_user,-119.883911666667,34.4183266666667
3964,e7d760b8-442d-441b-9120-5ff6965d1519,6/26/2023 7:00:00 PM,"Ethan A, Hannah B",yes,1,major,south_parcel,,,,,,,,30,13:33,,,12,Left,bottom,,10,0,0,,3,93,1,1,0,0,0,0,10,104,6/26/2023 11:24:00 PM,ccber_user,7/18/2023 6:51:42 PM,ccber_user,-119.883921666667,34.418295
3965,e453dcd5-1090-4987-ae23-2a0af621e6ff,6/26/2023 7:00:00 PM,"Ethan A, Hannah B",yes,1,major,south_parcel,,,,,,,,30,13:33,,,14,Right,bottom,,1,0,0,,3,102,1,1,0,0,0,0,1,104,6/26/2023 11:24:01 PM,ccber_user,6/26/2023 11:24:01 PM,ccber_user,-119.883878333333,34.418295
3966,bffd3780-463b-4bbb-980d-ea3fe251fe5c,6/26/2023 7:00:00 PM,"Ethan A, Hannah B",yes,1,major,south_parcel,,,,,,,,30,13:33,15:01,,0,Left,bottom,,6,99,0,,3,95,1,1,0,0,99,0,6,201,6/26/2023 11:24:04 PM,ccber_user,6/26/2023 11:24:04 PM,ccber_user,-119.883861666667,34.4182583333333
3967,e2d5d6c9-e3af-4ce6-afd8-71157263363b,6/26/2023 7:00:00 PM,"Ethan A, Hannah B",yes,2,major,south_parcel,,,,,,,,30,13:33,,,0,Left,edge,,0,1,0,,2,3,10,100,0,0,1,0,0,104,6/26/2023 11:24:08 PM,ccber_user,7/18/2023 6:52:44 PM,ccber_user,-119.88416,34.4183466666667
3968,fa7a53ad-83ce-4850-9361-2f2e92b5a7a8,6/26/2023 7:00:00 PM,"Ethan A, Hannah B",yes,2,major,south_parcel,,,,,,,,30,13:33,,,2,Right,edge,,2,1,0,,7,21,9,142,0,0,1,0,2,166,6/26/2023 11:24:10 PM,ccber_user,7/18/2023 6:54:56 PM,ccber_user,-119.884156666667,34.418335
3969,a50f96e6-a3ab-4dda-bff9-7e7c35736437,6/26/2023 7:00:00 PM,"Ethan A, Hannah B",yes,2,major,south_parcel,,,,,,,,30,13:33,,,4,Left,transition,,40,6,0,,4,58,2,5,0,0,6,0,40,109,6/26/2023 11:24:11 PM,ccber_user,6/28/2023 12:00:10 AM,ccber_user,-119.884153333333,34.4183216666667
3970,d5a4a83b-5e1c-4172-b8ea-a14c8ee0bc7e,6/23/2023 7:00:00 PM,"Jeremiah B, Hannah ",yes,SP_06,major,south_parcel,,,,,,,,32,13:32,,,0,Right,edge,,12,20,0,,3,31,8,84,0,0,20,0,12,147,6/27/2023 11:08:33 PM,ccber_user,6/27/2023 11:08:33 PM,ccber_user,-119.88357787,34.41808555
3971,ebdde2c8-c36a-4d6f-bbdc-fcc388e9928e,6/23/2023 7:00:00 PM,"Jeremiah B, Hannah ",yes,SP_06,major,south_parcel,,,,,,,,32,13:32,,,2,Left,,,30,5,0,,5,43,6,48,0,0,5,0,30,126,6/27/2023 11:08:37 PM,ccber_user,6/27/2023 11:08:37 PM,ccber_user,-119.88377803,34.41812572
3972,44691ab9-5bbf-42e5-9a2b-a20bafc6d702,6/23/2023 7:00:00 PM,"Jeremiah B, Hannah ",yes,SP_06,major,south_parcel,,,,,,,,32,13:32,,,4,Right,edge,,22,20,0,,4,17,3,43,0,0,20,0,22,102,6/27/2023 11:08:39 PM,ccber_user,6/27/2023 11:08:39 PM,ccber_user,-119.88380872,34.41815101
3973,af073916-253c-491d-bd8e-022116565f4b,6/23/2023 7:00:00 PM,"Jeremiah B, Hannah ",yes,SP_06,major,south_parcel,,,,,,,,32,13:32,,,6,Left,transition,,30,5,0,,4,17,10,63,0,0,5,0,30,115,6/27/2023 11:08:41 PM,ccber_user,6/27/2023 11:08:41 PM,ccber_user,-119.88381171,34.41812579
3974,b2900656-b951-4783-a8b1-c0401298764e,6/23/2023 7:00:00 PM,"Jeremiah B, Hannah ",yes,SP_06,major,south_parcel,,,,,,,,32,13:32,,,8,Right,transition,,15,5,0,,5,72,3,13,0,0,5,0,15,105,6/27/2023 11:08:43 PM,ccber_user,6/27/2023 11:08:43 PM,ccber_user,-119.88382226,34.41816666
3975,6fbe8846-07a8-4a11-99da-2eac1f8f1070,6/23/2023 7:00:00 PM,"Jeremiah B, Hannah ",yes,SP_06,major,south_parcel,,,,,,,,32,13:32,,,10,Left,bottom,,21,3,0,,3,70,1,6,0,0,3,0,21,100,6/27/2023 11:08:45 PM,ccber_user,6/27/2023 11:08:45 PM,ccber_user,-119.88380881,34.41819451
3976,48ed3d00-1d4a-4e49-8e8e-02f7878d5677,6/23/2023 7:00:00 PM,"Jeremiah B, Hannah ",yes,SP_06,major,south_parcel,,,,,,,,32,13:32,,,12,Right,bottom,,29,2,0,,4,65,1,4,0,0,2,0,29,100,6/27/2023 11:08:47 PM,ccber_user,6/27/2023 11:08:47 PM,ccber_user,-119.8838259,34.41820783
3977,da6f0e2b-0e3d-4f22-9c9e-5bdde359735d,6/23/2023 7:00:00 PM,"Jeremiah B, Hannah ",yes,SP_06,major,south_parcel,,,,,,,,32,13:32,,,14,Left,bottom,,5,5,0,,3,92,1,5,0,0,5,0,5,107,6/27/2023 11:08:48 PM,ccber_user,6/27/2023 11:08:48 PM,ccber_user,-119.88384707,34.41822721
3978,10de1646-e74a-450d-9297-5fc8be1ea462,6/23/2023 7:00:00 PM,"Jeremiah B, Hannah ",yes,SP_06,major,south_parcel,,,,,,,,32,13:32,,,16,Right,bottom,,5,5,0,,3,99,1,4,0,0,5,0,5,113,6/27/2023 11:08:50 PM,ccber_user,6/27/2023 11:08:50 PM,ccber_user,-119.88386492,34.41825569
3979,624a78c9-c54e-40b4-bd6d-345563a4b911,6/23/2023 7:00:00 PM,"Jeremiah B, Hannah ",yes,SP_06,major,south_parcel,,,,,,,,32,13:32,,,18,Left,edge,,5,10,0,,3,97,1,2,0,0,10,0,5,114,6/27/2023 11:08:52 PM,ccber_user,6/27/2023 11:08:52 PM,ccber_user,-119.88386928,34.41825796
3980,fc5885fe-9eaf-4d1e-bb22-3097355a87b8,6/27/2023 7:00:00 PM,Johnny A,yes,2,major,south_parcel,,,,,,,,30,,,,22,Right,transition,,53,2,0,,6,16,9,29,0,0,2,0,53,100,6/27/2023 11:08:53 PM,ccber_user,6/27/2023 11:08:53 PM,ccber_user,-119.88403206,34.41815663
3981,71bd00f1-8d8a-4550-be62-76b39ca822e5,6/27/2023 7:00:00 PM,Johnny A,yes,2,major,south_parcel,,,,,,,,30,,,,26,Right,edge,,3,6,0,,1,2,7,93,0,0,6,0,3,104,6/27/2023 11:08:55 PM,ccber_user,6/27/2023 11:08:55 PM,ccber_user,-119.88410523,34.41814856
3982,a9ef8d57-c70b-4a41-ba31-56cf4b730e5d,6/27/2023 7:00:00 PM,Johnny A,yes,2,major,south_parcel,,,,,,,,30,,14:37,,30,Right,edge,,2,2,0,,3,16,7,81,0,0,2,0,2,101,6/27/2023 11:08:58 PM,ccber_user,6/27/2023 11:08:58 PM,ccber_user,-119.8841118,34.41811913
3983,f2c2dd0b-0416-416c-9b3c-041019610d8e,6/27/2023 7:00:00 PM,Johnny A,yes,3,major,south_parcel,,,,,,,,36,,,,2,Right,edge,,3,1,0,,3,11,4,86,0,0,1,0,3,101,6/27/2023 11:09:01 PM,ccber_user,6/27/2023 11:09:01 PM,ccber_user,-119.88478362,34.41824164
3984,80039dff-ec52-44c9-9a3c-dc1daeec84f5,6/27/2023 7:00:00 PM,Johnny A,yes,3,major,south_parcel,,,,,,,,36,,,,6,Right,bottom,,39,2,0,,4,56,2,3,0,0,2,0,39,100,6/27/2023 11:09:02 PM,ccber_user,6/27/2023 11:09:02 PM,ccber_user,-119.88436349,34.41823096
3985,ed9ace0d-e1b0-4394-b7eb-48335c1715b8,6/27/2023 7:00:00 PM,Johnny A,yes,3,major,south_parcel,,,,,,,,36,,,,10,Right,bottom,,34,0,0,,5,66,0,0,0,0,0,0,34,100,6/27/2023 11:09:05 PM,ccber_user,6/27/2023 11:09:05 PM,ccber_user,-119.88434703,34.41819878
3986,18d57032-7961-4bbd-ae7c-1e93257faef1,6/27/2023 7:00:00 PM,Johnny A,yes,3,major,south_parcel,,,,,,,,36,,,,14,Right,bottom,,21,0,0,,1,79,0,0,0,0,0,0,21,100,6/27/2023 11:09:06 PM,ccber_user,6/27/2023 11:09:06 PM,ccber_user,-119.88436261,34.41814725
3987,9ca158ac-a696-43b3-beb3-75d3256ead7c,6/27/2023 7:00:00 PM,Johnny A,yes,3,major,south_parcel,,,,,,,,36,,,,18,Right,bottom,,8,0,0,,1,92,0,0,0,0,0,0,8,100,6/27/2023 11:09:08 PM,ccber_user,6/27/2023 11:09:08 PM,ccber_user,-119.88434729,34.41809181
3988,021df204-23cd-48fd-8ff6-8e22358f33ba,6/27/2023 7:00:00 PM,Johnny A,yes,3,major,south_parcel,,,,,,,,36,,,,22,Right,bottom,,12,0,0,,3,88,0,0,0,0,0,0,12,100,6/27/2023 11:09:10 PM,ccber_user,6/27/2023 11:09:10 PM,ccber_user,-119.88432242,34.4180847
3989,267ea087-1426-49df-bcf5-907175cc0945,6/27/2023 7:00:00 PM,Johnny A,yes,3,major,south_parcel,,,,,,,,36,,,,26,Right,bottom,,33,3,0,,3,46,2,18,0,0,3,0,33,100,6/27/2023 11:09:12 PM,ccber_user,6/27/2023 11:09:12 PM,ccber_user,-119.88432795,34.41801379
3990,c1347c98-335f-448a-8f4b-f8155808154e,6/27/2023 7:00:00 PM,Johnny A,yes,3,major,south_parcel,,,,,,,,36,,,,30,Right,transition,,3,2,0,,1,2,6,100,0,0,2,0,3,107,6/27/2023 11:09:14 PM,ccber_user,6/27/2023 11:09:14 PM,ccber_user,-119.8843264,34.41802862
3991,afdd233e-0703-4db7-b99a-3bde1275feee,6/27/2023 7:00:00 PM,Johnny A,yes,3,major,south_parcel,,,,,,,,36,,,,34,Right,edge,,3,8,0,,3,7,7,88,0,0,8,0,3,106,6/27/2023 11:09:16 PM,ccber_user,6/27/2023 11:09:16 PM,ccber_user,-119.88430305,34.41795617
3992,b16e73c4-ba65-46ae-81ec-3ce7f851dede,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,0,Left,edge,,1,1,0,,6,60,4,44,0,0,1,0,1,106,6/28/2023 12:00:13 AM,ccber_user,6/28/2023 12:00:13 AM,ccber_user,-119.883081666667,34.4239766666667
3993,3a77b395-e4cd-4476-b781-807781af7af1,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,2,Right,transition,,1,1,0,,6,84,3,22,0,0,1,0,1,108,6/28/2023 12:00:14 AM,ccber_user,6/28/2023 12:00:14 AM,ccber_user,-119.883076666667,34.423745
3994,ebb54a2c-ff36-4d08-8412-8d95ef39231c,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,4,Left,transition,,8,1,0,,5,87,1,12,0,0,1,0,8,108,6/28/2023 12:00:16 AM,ccber_user,6/28/2023 12:00:16 AM,ccber_user,-119.88308,34.4237766666667
3995,4d440fb6-642e-4186-8116-0253d4f2da61,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,6,Right,edge,,12,1,0,,5,87,2,8,0,0,1,0,12,108,6/28/2023 12:00:17 AM,ccber_user,6/28/2023 12:00:17 AM,ccber_user,-119.883123333333,34.4237466666667
3996,822f6085-4de8-4e21-850c-bfef9e795329,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,8,Left,bottom,,20,4,0,,2,77,0,0,0,0,4,0,20,101,6/28/2023 12:00:18 AM,ccber_user,6/28/2023 12:00:18 AM,ccber_user,-119.88314,34.42374
3997,07b96fff-d2ef-4fe5-9bf8-4aafca8ddc1f,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,10,Right,bottom,,0,0,0,,1,100,0,0,0,0,0,0,0,100,6/28/2023 12:00:19 AM,ccber_user,6/28/2023 12:00:19 AM,ccber_user,-119.883155,34.4237333333333
3998,de8edf11-d6ed-4d5e-9f8b-686ecc306429,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,12,Left,bottom,,4,1,0,,3,97,0,0,0,0,1,0,4,102,6/28/2023 12:00:20 AM,ccber_user,6/28/2023 12:00:20 AM,ccber_user,-119.883205,34.4237583333333
3999,92742346-2c19-4a06-80c0-40a9d8bfcb0b,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,14,Right,bottom,,10,0,0,,3,92,0,0,0,0,0,0,10,102,6/28/2023 12:00:22 AM,ccber_user,6/28/2023 12:00:22 AM,ccber_user,-119.883215,34.4237866666667
4000,9fbea591-3e49-4e19-82ec-46b2569848ba,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,16,Left,bottom,,4,4,0,,7,98,2,7,0,0,4,0,4,113,6/28/2023 12:00:23 AM,ccber_user,6/28/2023 12:00:23 AM,ccber_user,-119.883203333333,34.423775
4001,2ac793ce-d252-4dc7-98b7-11d190d7ed9a,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,18,Right,bottom,,4,1,0,,7,97,1,7,0,0,1,0,4,109,6/28/2023 12:00:24 AM,ccber_user,6/28/2023 12:00:24 AM,ccber_user,-119.883261666667,34.423825
4002,0d5f4e69-1d7b-4f9d-b781-1662b37f5383,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,20,Left,bottom,,3,3,0,,5,106,1,3,0,0,3,0,3,115,6/28/2023 12:00:25 AM,ccber_user,6/28/2023 12:00:25 AM,ccber_user,-119.883246666667,34.4238083333333
4003,2eec7864-e838-441f-82dc-ab634b9617c7,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,22,Right,transition,,30,1,0,,8,48,2,23,0,0,1,0,30,102,6/28/2023 12:00:26 AM,ccber_user,6/28/2023 12:00:26 AM,ccber_user,-119.88329,34.4238166666667
4004,6a152f64-d914-4d38-9418-00ad7985d586,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,24,Left,transition,,5,4,0,,5,29,11,68,0,0,4,0,5,106,6/28/2023 12:00:27 AM,ccber_user,6/28/2023 12:00:27 AM,ccber_user,-119.883271666667,34.4238133333333
4005,7eb496a4-5ea4-4ad3-9192-b052156cf054,6/27/2023 7:00:00 PM,"Ethan A, Hannah B",yes,7,major,north_parcel,,,,,,,,,13:33,,,26,Right,edge,,1,1,2,,0,0,9,111,0,0,3,0,1,115,6/28/2023 12:00:30 AM,ccber_user,6/28/2023 12:00:30 AM,ccber_user,-119.883345,34.42382
